label,message
PositiveFeedback,"much better since last year, cheers"
GeneralInquiry,How late do collections run?
DamagedProperty,My wall has a chip after the lorry brushed it.
DamagedProperty,Broken pavement slab caused by heavy vehicle.
ServiceComplaint,why is it so hard to get a straight answer from you guys
DamagedProperty,cracked bin AGAIN
MissedCollection,This is getting silly now. Missed again. Please arrange collection immediately.
ServiceComplaint,Crew ignores posted times
MissedCollection,"I am contacting you because my recycling collection was missed yesterday, despite the bin being placed at the kerbside in good time. I double-checked that the lid was closed properly and that no incorrect items were included. Several houses along the road were also missed, so I assume this was not an individual issue. Could you please confirm whether a return visit is planned? I work from home and noticed the refuse truck passed the entrance to the street without stopping, which was quite frustrating."
MissedCollection,"Bin untouched this week, please can you fix"
DamagedProperty,Your vehicle damaged the kerb outside No. 22 yesterday.
MissedCollection,"bonjour, je suis tres en colere. my recycling bin was not collected again. i live on a normal road, no access issues. this is not the first time and im very unhappy. i follow all instructions and still nothing. i expect a response and a solution, not excuses. this service is causing stress and mess outside my home and its unacceptable."
ServiceComplaint,"Estoy muy decepcionada con el servicio. No hay comunicación y siempre hay problemas. Even though I live in England, this level of service is shocking. Please do better."
MissedCollection,bin not emptied 2 weeks running now. please help asap thanks
DamagedProperty,My recycling bin has a large crack in it and is no longer watertight. Can you replace it please
ServiceComplaint,"Rude driver today, shouted when I asked a question."
MissedCollection,"this system dont work, always missing my pick up on birch ave"
MissedCollection,Our food waste bin hasn’t been emptied for three weeks now. We’ve reported it twice already. What’s going on?
GeneralInquiry,"Do you take old paint tins for recycling? And if yes, do they need to be empty?"
ServiceComplaint,General dissatisfaction with GreenBin Recycling service.
ServiceComplaint,"bin crew never shut the gate, dog wanders off"
PositiveFeedback,"Excellent job, very reliable."
MissedCollection,This isn't the first time the bin has been missed - it's been twice now. Can you explain why?
PositiveFeedback,really happy with greenbin!! always on time and the bins are put back proper. best recycling company in somerset hands down ⭐⭐⭐⭐⭐
DamagedProperty,The truck reversed into our hedge and flattened it.
MissedCollection,"didn’t take bin again, 2nd week"
PositiveFeedback,Big thanks to the driver who helped move my bin back up the drive.
GeneralInquiry,Do you collect mattresses or is that separate?
ServiceComplaint,Why does your driver keep leaving the bin lid open?? everything blows out
MissedCollection,M8 wheres ur truck my bins full 😒
PositiveFeedback,"Got new bin quickly, thanks"
DamagedProperty,The handle on our green bin is snapped off after collection.
DamagedProperty,Collection vehicle hit and damaged our gatepost this week. Wooden post splintered. Need replacement or compensation please.
GeneralInquiry,What's your policy on contamination in recycling bins?
ServiceComplaint,Why is the collection always late? Every week it's 2-3 hours after the scheduled time. Very frustrating.
GeneralInquiry,can you collect old bike?
MissedCollection,"Hi there, just reaching out because my recycling hasn’t been collected for the second time in a row. Could someone assist?"
DamagedProperty,Mailbox battered after pickup
GeneralInquiry,"Just moved in, how do I register for collections?"
MissedCollection,BINS NOT COLLECTED. PLZ SEND TRUCK ASAP!!!!!!!!
PositiveFeedback,"Happy customer here, never had any trouble."
DamagedProperty,My wheelie bin was left broken and unusable.
GeneralInquiry,Which plastics are accepted? I’m getting mixed info.
MissedCollection,"Can someone please explain why GreenBin Recycling thinks it’s acceptable to skip collections without warning? I’ve reported missed collections more times than I can count and nothing changes. The website says one thing, reality is another. I’m not asking for special treatment, I’m asking for the bare minimum. The bin is there, empty it. That’s literally your job."
ServiceComplaint,ur service hlpline SUCKS. waited on hold hours and STILL no answers >:(
GeneralInquiry,Can I recycle polystyrene?
MissedCollection,"no one came for the recycling today 😕 it’s still full outside number 18, been there since 6am"
GeneralInquiry,Do you do garden waste collection?
DamagedProperty,Your lorry reversed into my fence and snapped two panels 😡 need this sorted asap
ServiceComplaint,"I’m sick of getting “educational” contamination stickers that are WRONG. My bin was tagged for “glass in recycling” when I don’t even put glass in there (it goes in the box, as instructed). It honestly feels like the crew slap stickers on randomly to reduce workload. And then I’m the one forced to sort through everything like a detective, even though I already sort properly. I want to know: do you audit sticker use? Do you retrain staff? Or do you just blame customers because it’s easier? I’m in Taunton and this keeps happening. If you’re going to refuse collections, you’d better be accurate, because residents are doing our part and you’re undermining trust."
